id,page,department,series,name,spec,basePrice,designerPrice,retailPrice,designerAllowed,shopAllowed,source,notes
"FIOLE-0157","7","洗髮／護髮","QUALUCIA COLOR","布朗棕","1L","1260","945","2100","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0158","7","洗髮／護髮","QUALUCIA COLOR","奶霜棕","1L","1260","945","2100","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0159","7","護髮／造型","QUALUCIA COLOR","水透光感凝膠（小）","30g","250","188","500","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0160","7","護髮／造型","QUALUCIA COLOR","水透光感凝膠（大）","100g","460","345","920","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0161","7","護髮／造型","CHIARO HAIR WATER","蜂晨水水髮妝噴霧","150mL","295","221","590","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0162","7","護髮／造型","MODALIE","漂漂惹人愛 免沖洗護髮油","100mL","650","488","1300","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0163","7","護髮／造型","MODALIE","亮亮惹人愛 造型髮油","50mL","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0164","7","護髮／造型","MODALIE","俏俏惹人愛 造型蠟","80g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0165","7","護髮／造型","MODALIE","捲捲惹人愛 造型乳","80g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0166","7","護髮／造型","MODALIE","噴噴惹人愛 造型噴霧","120g","385","289","770","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0167","7","護髮／造型","MODALIE","閃閃惹人愛 造型膏","25g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0168","7","護髮／造型","MODALIE","泡泡惹人愛 造型慕斯","200g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0169","7","護髮／造型","MODALIE","硬派惹人帥 造型蠟","58g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0170","7","護髮／造型","MODALIE","輕浮惹人帥 造型髮泥","58g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0171","7","護髮／造型","MODALIE","俐落惹人帥 造型膏","100g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0172","7","護髮／造型","MODALIE","濕紋惹人帥 造型膠","140g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0173","7","護髮／造型","MODALIE","噴噴惹人帥 造型噴霧","200g","385","289","770","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0174","7","護髮／造型","MODALIE","泡泡惹人帥 造型慕斯","200g","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_7.jpg",""
"FIOLE-0175","8","護髮／造型","幾何圖騰噴霧","FREEZE 超強力造型","200g","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0176","8","護髮／造型","幾何圖騰噴霧","FREEZE 超強力造型 mini","70g","225","169","450","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0177","8","護髮／造型","幾何圖騰噴霧","MOVING HARD 強力造型","200g","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0178","8","護髮／造型","幾何圖騰噴霧","CURL BOUNCE 彈性造型（電棒前）","200g","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0179","8","護髮／造型","幾何圖騰噴霧","CURL BOUNCE 彈性造型 mini","70g","225","169","450","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0180","8","護髮／造型","幾何圖騰噴霧","BEACH WAVE 記憶造型（電棒後）","200g","400","300","800","true","false","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0181","8","護髮／造型","幾何圖騰噴霧","SILKY 光澤造型","180g","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0182","8","護髮／造型","幾何圖騰噴霧","CURL WHIP FORM 造型慕斯","230g","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0183","8","護髮／造型","幾何圖騰噴霧","NATURAL KEEP MIST 蓬鬆噴霧","150mL","400","300","800","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0184","8","護髮／造型","幾何圖騰髮蠟","SUPER HARD 超強力造型","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0185","8","護髮／造型","幾何圖騰髮蠟","HARD 強力造型","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0186","8","護髮／造型","幾何圖騰髮蠟","NUANCE 空氣感造型","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0187","8","護髮／造型","幾何圖騰髮蠟","HARD GEL 造型髮膠","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0188","8","護髮／造型","幾何圖騰髮蠟","NATURAL 輕柔造型","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0189","8","護髮／造型","幾何圖騰髮蠟","MOIST MILK 造型乳","80g","475","356","950","true","true","LINE_ALBUM_Fiole價目表_260804_8.jpg",""
"FIOLE-0190","9","洗髮／護髮","F.AID Purifica 旅行","艾得洗髮精 羽潤","100mL","200","150","400","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0191","9","洗髮／護髮","F.AID Purifica 旅行","艾得洗髮精 輕潤","100mL","200","150","400","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0192","9","洗髮／護髮","F.AID Purifica 旅行","艾得保護膜 羽潤","100g","200","150","400","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0193","9","洗髮／護髮","F.AID Purifica 旅行","艾得保護膜 輕潤","100g","200","150","400","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0194","9","洗髮／護髮","F.AID Purifica 旅行","艾得保護膜 極潤","100g","200","150","400","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0195","9","洗髮／護髮","F.AID Purifica 店販","艾得洗髮精 羽潤","400mL","575","431","1150","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0196","9","洗髮／護髮","F.AID Purifica 店販","艾得洗髮精 輕潤","400mL","575","431","1150","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0197","9","洗髮／護髮","F.AID Purifica 店販","艾得保護膜 羽潤","400g","575","431","1150","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0198","9","洗髮／護髮","F.AID Purifica 店販","艾得保護膜 輕潤","400g","575","431","1150","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0199","9","洗髮／護髮","F.AID Purifica 店販","艾得保護膜 極潤","400g","575","431","1150","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0200","9","洗髮／護髮","F.AID Purifica 補充包","艾得洗髮精 羽潤","800mL","800","600","1600","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0201","9","洗髮／護髮","F.AID Purifica 補充包","艾得洗髮精 輕潤","800mL","800","600","1600","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0202","9","洗髮／護髮","F.AID Purifica 補充包","艾得保護膜 羽潤","800g","800","600","1600","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0203","9","洗髮／護髮","F.AID Purifica 補充包","艾得保護膜 輕潤","800g","800","600","1600","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0204","9","洗髮／護髮","F.AID Purifica 補充包","艾得保護膜 極潤","800g","800","600","1600","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0205","9","護髮／造型","雪透光","艾得 MiL 免沖洗護髮","150mL","550","413","1100","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0206","9","護髮／造型","雪透光","艾得 MiL 免沖洗護髮 旅行包","3mL","30","23","60","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0207","9","護髮／造型","極曜光","Purifica LiM HAIR CARE OIL 極曜光精粹油","80mL","840","630","1680","true","true","LINE_ALBUM_Fiole價目表_260804_9.jpg",""
"FIOLE-0208","10","護髮系統","黑曜光感","黑曜光 PRO 1","600mL","1300","975","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0209","10","護髮系統","黑曜光感","黑曜光 PRO 2S","600g","1800","1350","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0210","10","護髮系統","黑曜光感","黑曜光 PRO 2M","600g","1800","1350","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0211","10","護髮系統","黑曜光感","黑曜光 PRO 3","600mL","1300","975","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0212","10","護髮系統","黑曜光感","黑曜光 PRO 4","600g","1800","1350","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0213","10","護髮系統","黑曜光感","黑曜光 PRO 4D","600g","1800","1350","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0214","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 1 噴瓶","200mL","150","113","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0215","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 護髮刷","","150","113","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0216","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 護髮碗","","130","98","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0217","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 3 慕斯瓶","30mL","150","113","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0218","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 4 押頭","","60","45","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0219","10","其他耗材","黑曜光感瓶材","黑曜光 PRO 4 支架","","250","188","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0220","10","其他耗材","台車","專業台車","","8000","6000","0","true","true","LINE_ALBUM_Fiole價目表_260804_10.jpg",""
"FIOLE-0221","11","洗髮／護髮","MAD 瓶裝","MAD 鎖色修護護髮素","1000mL","450","338","900","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0222","11","洗髮／護髮","MAD 瓶裝","MAD 清爽控油洗髮精","1000mL","450","338","900","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0223","11","洗髮／護髮","MAD 瓶裝","MAD 深層淨化洗髮精","1000mL","450","338","900","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0224","11","洗髮／護髮","MAD 桶裝","MAD 鎖色修護護髮素","3785mL","1900","1425","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0225","11","洗髮／護髮","MAD 桶裝","MAD 清爽控油洗髮精","3785mL","1900","1425","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0226","11","洗髮／護髮","MAD 桶裝","MAD 深層淨化洗髮精","3785mL","1900","1425","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0227","11","洗髮／護髮","f.一日之計","初露 淨屑洗髮精","50mL","100","75","200","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0228","11","洗髮／護髮","f.一日之計","花朝 護色洗髮精","50mL","100","75","200","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0229","11","洗髮／護髮","f.一日之計","晨曦 控油洗髮精","50mL","100","75","200","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0230","11","洗髮／護髮","f.一日之計","暮夜 蘊髮洗髮精","50mL","100","75","200","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0231","11","洗髮／護髮","f.一日之計","日出花語 護髮乳","50mL","100","75","200","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0232","11","洗髮／護髮","f.一日之計","初露 淨屑洗髮精","500mL","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0233","11","洗髮／護髮","f.一日之計","花朝 護色洗髮精","500mL","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0234","11","洗髮／護髮","f.一日之計","晨曦 控油洗髮精","500mL","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0235","11","洗髮／護髮","f.一日之計","暮夜 蘊髮洗髮精","500mL","490","368","980","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0236","11","洗髮／護髮","f.一日之計","日出花語 護髮乳","500mL","440","330","880","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0237","11","洗髮／護髮","f.一日之計","初露 淨屑洗髮精","2000mL","1200","900","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0238","11","洗髮／護髮","f.一日之計","花朝 護色洗髮精","2000mL","1200","900","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0239","11","洗髮／護髮","f.一日之計","晨曦 控油洗髮精","2000mL","1200","900","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0240","11","洗髮／護髮","f.一日之計","暮夜 蘊髮洗髮精","2000mL","1200","900","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0241","11","洗髮／護髮","f.一日之計","日出花語 護髮乳","2000mL","1200","900","0","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
"FIOLE-0242","11","護髮／造型","f.一日之計","日光夢境 免沖洗護髮","30mL","245","184","490","true","true","LINE_ALBUM_Fiole價目表_260804_11.jpg",""
